date,attendence,time,weather
"Monday, July 1, 2013","Attendance: 24,889","Night Game, on grass","Start Time Weather: 80° F, Wind 3mph out to Leftfield."
"Tuesday, July 2, 2013","Attendance: 24,897","Night Game, on grass","Start Time Weather: 75° F, Wind 1mph out to Leftfield, Drizzle."
"Wednesday, July 3, 2013","Attendance: 28,920","Night Game, on grass","Start Time Weather: 84° F, Wind 1mph in unknown direction, Cloudy."
"Thursday, July 4, 2013","Attendance: 38,221","Day Game, on grass","Start Time Weather: 80° F, Wind 2mph in from Rightfield."
"Friday, July 5, 2013","Attendance: 33,979","Night Game, on grass","Start Time Weather: 88° F, Wind 2mph out to Centerfield, Cloudy."
"Saturday, July 6, 2013","Attendance: 33,314","Day Game, on grass","Start Time Weather: 90° F, Wind 4mph out to Leftfield, Cloudy."
"Sunday, July 7, 2013","Attendance: 31,483","Day Game, on grass","Start Time Weather: 90° F, Wind 14mph out to Leftfield."
"Friday, July 19, 2013","Attendance: 39,146","Night Game, on grass","Start Time Weather: 92° F, Wind 4mph from Left to Right."
"Saturday, July 20, 2013","Attendance: 41,816","Night Game, on grass","Start Time Weather: 92° F, Wind 12mph from Left to Right, Cloudy."
"Sunday, July 21, 2013","Attendance: 34,758","Day Game, on grass","Start Time Weather: 89° F, Wind 3mph in from Centerfield, Cloudy."
"Monday, July 22, 2013","Attendance: 29,200","Night Game, on grass","Start Time Weather: 86° F, Wind 6mph out to Centerfield."
"Tuesday, July 23, 2013","Attendance: 32,976","Night Game, on grass","Start Time Weather: 83° F, Wind 7mph in from Rightfield, Sunny."
"Wednesday, July 24, 2013","Attendance: 33,636","Night Game, on grass","Start Time Weather: 81° F, Wind 10mph in from Centerfield, Cloudy."
"Thursday, July 25, 2013","Attendance: 38,862","Day Game, on grass","Start Time Weather: 73° F, Wind 2mph in from Centerfield, Sunny."
"Saturday, July 27, 2013","Attendance: 37,464","Day Game, on grass","Start Time Weather: 83° F, Wind 8mph out to Rightfield."
"Sunday, July 28, 2013","Attendance: 31,467","Day Game, on grass","Start Time Weather: 81° F, Wind 2mph out to Centerfield."
"Monday, August 5, 2013","Attendance: 33,002","Night Game, on grass","Start Time Weather: 77° F, Wind 2mph out to Leftfield, Cloudy."
"Tuesday, August 6, 2013","Attendance: 30,875","Night Game, on grass","Start Time Weather: 72° F, Wind 1mph out to Rightfield."
"Wednesday, August 7, 2013","Attendance: 29,114","Night Game, on grass","Start Time Weather: 81° F, Wind 1mph out to Centerfield."
"Friday, August 9, 2013","Attendance: 27,831","Night Game, on grass","Start Time Weather: 87° F, Wind 14mph in from Leftfield, Cloudy."
"Saturday, August 10, 2013","Attendance: 32,676","Night Game, on grass","Start Time Weather: 82° F, Wind 8mph from Left to Right, Cloudy."
"Sunday, August 11, 2013","Attendance: 32,355","Night Game, on grass","Start Time Weather: 83° F, Wind 9mph from Left to Right, Cloudy."
"Tuesday, August 13, 2013","Attendance: 27,304","Night Game, on grass","Start Time Weather: 84° F, Wind 3mph in from Rightfield."
"Wednesday, August 14, 2013","Attendance: 30,657","Night Game, on grass","Start Time Weather: 72° F, Wind 8mph from Left to Right, Cloudy."
"Thursday, August 15, 2013","Attendance: 36,719","Day Game, on grass","Start Time Weather: 76° F, Wind 6mph out to Rightfield, Sunny."
"Tuesday, August 27, 2013","Attendance: 24,616","Night Game, on grass","Start Time Weather: 84° F, Wind 8mph out to Leftfield, Cloudy."
"Wednesday, August 28, 2013","Attendance: 24,394","Night Game, on grass","Start Time Weather: 76° F, Wind 6mph from Left to Right, Overcast."
"Thursday, August 29, 2013","Attendance: 27,374","Night Game, on grass","Start Time Weather: 82° F, Wind 5mph in from Rightfield, Cloudy."
"Friday, August 30, 2013","Attendance: 35,008","Night Game, on grass","Start Time Weather: 82° F, Wind 9mph out to Centerfield, Sunny."
"Saturday, August 31, 2013","Attendance: 34,481","Night Game, on grass","Start Time Weather: 84° F, Wind 7mph in from Centerfield."
"Sunday, September 1, 2013","Attendance: 28,995","Night Game, on grass","Start Time Weather: 85° F, Wind 4mph in from Centerfield."
"Friday, September 13, 2013","Attendance: 31,325","Night Game, on grass","Start Time Weather: 71° F, Wind 6mph in from Centerfield."
"Saturday, September 14, 2013","Attendance: 33,972","Night Game, on grass","Start Time Weather: 66° F, Wind 12mph in from Centerfield, Sunny."
"Sunday, September 15, 2013","Attendance: 33,746","Day Game, on grass","Start Time Weather: 72° F, Wind 4mph from Right to Left."
"Wednesday, September 18, 2013","Attendance: 30,636","Night Game, on grass","Start Time Weather: 65° F, Wind 2mph from Right to Left, Cloudy."
"Thursday, September 19, 2013","Attendance: 25,945","Night Game, on grass","Start Time Weather: 73° F, Wind 3mph out to Leftfield, Cloudy."
"Friday, September 20, 2013","Attendance: 34,752","Night Game, on grass","Start Time Weather: 73° F, Wind 4mph out to Rightfield, Cloudy."
"Thursday, April 12, 2012","Attendance: 40,907","Day Game, on grass","Start Time Weather: 56° F, Wind 8mph from Left to Right, Cloudy."
"Friday, April 13, 2012","Attendance: 26,959","Night Game, on grass","Start Time Weather: 64° F, Wind 4mph out to Rightfield, Sunny."
"Saturday, April 14, 2012","Attendance: 35,489","Day Game, on grass","Start Time Weather: 74° F, Wind 8mph out to Leftfield."
"Sunday, April 15, 2012","Attendance: 25,679","Day Game, on grass","Start Time Weather: 77° F, Wind 3mph out to Leftfield, Cloudy."
"Monday, April 16, 2012","Attendance: 16,245","Night Game, on grass","Start Time Weather: 84° F, Wind 16mph out to Centerfield, Sunny."
"Tuesday, April 17, 2012","Attendance: 17,886","Night Game, on grass","Start Time Weather: 70° F, Wind 11mph in from Leftfield, Cloudy."
"Wednesday, April 18, 2012","Attendance: 14,520","Night Game, on grass","Start Time Weather: 53° F, Wind 2mph in from Rightfield, Overcast."
"Thursday, April 19, 2012","Attendance: 18,045","Night Game, on grass","Start Time Weather: 68° F, Wind 6mph out to Leftfield, Cloudy."
"Friday, April 20, 2012","Attendance: 24,640","Night Game, on grass","Start Time Weather: 70° F, Wind 5mph out to Centerfield, Cloudy."
"Saturday, April 21, 2012","Attendance: 26,745","Day Game, on grass","Start Time Weather: 77° F, Wind 3mph out to Leftfield, Cloudy."
"Tuesday, May 1, 2012","Attendance: 22,675","Night Game, on grass","Start Time Weather: 83° F, Wind 2mph out to Rightfield."
"Wednesday, May 2, 2012","Attendance: 16,274","Night Game, on grass","Start Time Weather: 64° F, Wind 7mph from Right to Left."
"Thursday, May 3, 2012","Attendance: 19,656","Night Game, on grass","Start Time Weather: 80° F, Wind 4mph in from Rightfield, Sunny."
"Friday, May 4, 2012","Attendance: 34,377","Night Game, on grass","Start Time Weather: 80° F, Wind 2mph from Left to Right, Cloudy."
"Saturday, May 5, 2012","Attendance: 39,496","Day Game, on grass","Start Time Weather: 81° F, Wind 5mph in from Rightfield."
"Sunday, May 6, 2012","Attendance: 33,058","Night Game, on grass","Start Time Weather: 69° F, Wind 4mph from Right to Left, Overcast."
"Monday, May 14, 2012","Attendance: 19,434","Night Game, on grass","Start Time Weather: 67° F, Wind 2mph out to Rightfield, Rain."
"Tuesday, May 15, 2012","Attendance: 23,902","Day Game, on grass","Start Time Weather: 76° F, Wind 3mph out to Rightfield."
"Wednesday, May 16, 2012","Attendance: 25,942","Night Game, on grass","Start Time Weather: 82° F, Wind 3mph out to Rightfield, Sunny."
"Thursday, May 17, 2012","Attendance: 25,757","Night Game, on grass","Start Time Weather: 74° F, Wind 6mph in from Rightfield, Sunny."
"Friday, May 18, 2012","Attendance: 36,680","Night Game, on grass","Start Time Weather: 72° F, Wind 8mph in from Rightfield, Cloudy."
"Saturday, May 19, 2012","Attendance: 42,331","Night Game, on grass","Start Time Weather: 79° F, Wind 5mph in from Rightfield, Sunny."
"Sunday, May 20, 2012","Attendance: 41,918","Day Game, on grass","Start Time Weather: 77° F, Wind 12mph in from Rightfield, Cloudy."
"Saturday, June 2, 2012","Attendance: 41,042","Day Game, on grass","Start Time Weather: 71° F, Wind 5mph out to Rightfield, Cloudy."
"Sunday, June 3, 2012","Attendance: 38,046","Day Game, on grass","Start Time Weather: 74° F, Wind 10mph out to Rightfield, Cloudy."
"Tuesday, June 5, 2012","Attendance: 26,256","Night Game, on grass","Start Time Weather: 69° F, Wind 8mph in from Rightfield."
"Wednesday, June 6, 2012","Attendance: 27,335","Night Game, on grass","Start Time Weather: 70° F, Wind 8mph out to Rightfield."
"Thursday, June 7, 2012","Attendance: 32,096","Day Game, on grass","Start Time Weather: 78° F, Wind 5mph in from Leftfield."
"Friday, June 15, 2012","Attendance: 41,406","Night Game, on grass","Start Time Weather: 80° F, Wind 9mph from Right to Left, Sunny."
"Saturday, June 16, 2012","Attendance: 41,287","Day Game, on grass","Start Time Weather: 77° F, Wind 5mph out to Leftfield, Sunny."
"Sunday, June 17, 2012","Attendance: 41,442","Day Game, on grass","Start Time Weather: 72° F, Wind 5mph from Right to Left, Cloudy."
"Tuesday, June 19, 2012","Attendance: 27,835","Night Game, on grass","Start Time Weather: 89° F, Wind 6mph out to Leftfield, Sunny."
"Wednesday, June 20, 2012","Attendance: 27,485","Night Game, on grass","Start Time Weather: 94° F, Wind 7mph from Left to Right, Sunny."
"Thursday, June 21, 2012","Attendance: 29,551","Night Game, on grass","Start Time Weather: 96° F, Wind 3mph out to Rightfield, Cloudy."
"Tuesday, July 3, 2012","Attendance: 36,985","Night Game, on grass","Start Time Weather: 94° F, Wind 0mph, Sunny."
"Wednesday, July 4, 2012","Attendance: 35,806","Day Game, on grass","Start Time Weather: 84° F, Wind 6mph in from Leftfield, Sunny."
"Thursday, July 5, 2012","Attendance: 29,819","Night Game, on grass","Start Time Weather: 95° F, Wind 6mph from Left to Right, Sunny."
"Friday, July 6, 2012","Attendance: 28,951","Night Game, on grass","Start Time Weather: 96° F, Wind 4mph out to Centerfield, Sunny."
"Saturday, July 7, 2012","Attendance: 28,032","Day Game, on grass","Start Time Weather: 101° F, Wind 2mph from Left to Right, Cloudy."
"Sunday, July 8, 2012","Attendance: 25,125","Day Game, on grass","Start Time Weather: 95° F, Wind 9mph from Left to Right, Cloudy."
"Tuesday, July 17, 2012","Attendance: 26,342","Night Game, on grass","Start Time Weather: 99° F, Wind 6mph out to Rightfield, Sunny."
"Wednesday, July 18, 2012","Attendance: 31,660","Night Game, on grass","Start Time Weather: 82° F, Wind 2mph from Left to Right."
"Thursday, July 19, 2012","Attendance: 36,389","Day Game, on grass","Start Time Weather: 88° F, Wind 4mph out to Rightfield."
"Friday, July 20, 2012","Attendance: 34,228","Night Game, on grass","Start Time Weather: 76° F, Wind 17mph in from Rightfield."
"Sunday, July 22, 2012","Attendance: 34,917","Day Game, on grass","Start Time Weather: 79° F, Wind 0mph, Overcast."
"Tuesday, July 31, 2012","Attendance: 30,167","Night Game, on grass","Start Time Weather: 82° F, Wind 6mph out to Leftfield."
"Wednesday, August 1, 2012","Attendance: 23,777","Night Game, on grass","Start Time Weather: 82° F, Wind 3mph in from Rightfield, Cloudy."
"Thursday, August 2, 2012","Attendance: 28,825","Night Game, on grass","Start Time Weather: 86° F, Wind 3mph from Right to Left, Cloudy."
"Saturday, August 4, 2012","Attendance: 33,449","Night Game, on grass","Start Time Weather: 90° F, Wind 5mph out to Rightfield, Sunny."
"Sunday, August 5, 2012","Attendance: 30,453","Day Game, on grass","Start Time Weather: 90° F, Wind 5mph from Right to Left, Cloudy."
"Friday, August 17, 2012","Attendance: 34,827","Night Game, on grass","Start Time Weather: 89° F, Wind 8mph out to Rightfield."
"Saturday, August 18, 2012","Attendance: 42,662","Night Game, on grass","Start Time Weather: 81° F, Wind 5mph in from Leftfield, Sunny."
"Sunday, August 19, 2012","Attendance: 33,764","Day Game, on grass","Start Time Weather: 74° F, Wind 0mph, Overcast."
"Monday, August 20, 2012","Attendance: 21,298","Night Game, on grass","Start Time Weather: 72° F, Wind 10mph out to Rightfield, Cloudy."
"Tuesday, August 21, 2012","Attendance: 33,888","Night Game, on grass","Start Time Weather: 77° F, Wind 5mph in from Rightfield, Overcast."
"Wednesday, August 22, 2012","Attendance: 29,111","Night Game, on grass","Start Time Weather: 74° F, Wind 0mph, Rain."
"Thursday, August 30, 2012","Attendance: 23,269","Night Game, on grass","Start Time Weather: 88° F, Wind 9mph out to Rightfield, Sunny."
"Friday, August 31, 2012","Attendance: 29,499","Night Game, on grass","Start Time Weather: 94° F, Wind 9mph in from Leftfield, Sunny."
"Saturday, September 1, 2012","Attendance: 34,004","Day Game, on grass","Start Time Weather: 91° F, Wind 5mph out to Rightfield, Cloudy."
"Sunday, September 2, 2012","Attendance: 31,096","Day Game, on grass","Start Time Weather: 83° F, Wind 5mph in from Leftfield."
"Monday, September 3, 2012","Attendance: 23,215","Day Game, on grass","Start Time Weather: 82° F, Wind 2mph out to Centerfield, Cloudy."
"Tuesday, September 4, 2012","Attendance: 17,648","Night Game, on grass","Start Time Weather: 82° F, Wind 4mph out to Leftfield."
"Wednesday, September 5, 2012","Attendance: 21,244","Night Game, on grass","Start Time Weather: 83° F, Wind 3mph from Right to Left, Cloudy."
"Thursday, September 6, 2012","Attendance: 22,447","Night Game, on grass","Start Time Weather: 79° F, Wind 3mph out to Leftfield, Sunny."
"Friday, September 7, 2012","Attendance: 28,533","Night Game, on grass","Start Time Weather: 83° F, Wind 0mph, Sunny."
"Saturday, September 8, 2012","Attendance: 28,860","Day Game, on grass","Start Time Weather: 83° F, Wind 8mph out to Centerfield, Cloudy."
"Sunday, September 9, 2012","Attendance: 24,396","Day Game, on grass","Start Time Weather: 74° F, Wind 7mph in from Leftfield, Cloudy."
"Thursday, September 20, 2012","Attendance: 30,359","Night Game, on grass","Start Time Weather: 68° F, Wind 9mph out to Leftfield, Sunny."
"Friday, September 21, 2012","Attendance: 30,382","Night Game, on grass","Start Time Weather: 77° F, Wind 12mph out to Leftfield, Sunny."
"Saturday, September 22, 2012","Attendance: 40,493","Day Game, on grass","Start Time Weather: 78° F, Wind 1mph from Right to Left, Sunny."
"Sunday, September 23, 2012","Attendance: 33,111","Day Game, on grass","Start Time Weather: 67° F, Wind 10mph from Left to Right, Cloudy."
"Monday, September 24, 2012","Attendance: 25,302","Day Game, on grass","Start Time Weather: 66° F, Wind 8mph out to Rightfield, Cloudy."
"Saturday, April 2, 2011","Attendance: 21,941","Day Game, on grass","Start Time Weather: 43° F, Wind 8mph in from Leftfield."
"Sunday, April 3, 2011","Attendance: 22,210","Day Game, on grass","Start Time Weather: 53° F, Wind 12mph from Left to Right, Cloudy."
"Tuesday, April 12, 2011","Attendance: 13,413","Night Game, on grass","Start Time Weather: 55° F, Wind 11mph in from Leftfield, Overcast."
"Wednesday, April 13, 2011","Attendance: 16,914","Night Game, on grass","Start Time Weather: 56° F, Wind 11mph in from Leftfield."
"Thursday, April 14, 2011","Attendance: 24,875","Night Game, on grass","Start Time Weather: 69° F, Wind 2mph from Left to Right, Sunny."
"Friday, April 15, 2011","Attendance: 17,217","Night Game, on grass","Start Time Weather: 56° F, Wind 15mph from Right to Left, Sunny."
"Tuesday, April 26, 2011","Attendance: 14,603","Night Game, on grass","Start Time Weather: 82° F, Wind 4mph out to Leftfield."
"Wednesday, April 27, 2011","Attendance: 13,568","Night Game, on grass","Start Time Weather: 73° F, Wind 10mph out to Leftfield."
"Thursday, April 28, 2011","Attendance: 15,142","Night Game, on grass","Start Time Weather: 74° F, Wind 12mph in from Leftfield, Cloudy."
"Friday, April 29, 2011","Attendance: 21,399","Night Game, on grass","Start Time Weather: 60° F, Wind 10mph from Left to Right."
"Saturday, April 30, 2011","Attendance: 28,766","Day Game, on grass","Start Time Weather: 66° F, Wind 10mph in from Leftfield, Sunny."
"Sunday, May 1, 2011","Attendance: 21,611","Day Game, on grass","Start Time Weather: 63° F, Wind 4mph out to Leftfield, Overcast."
"Monday, May 2, 2011","Attendance: 15,342","Night Game, on grass","Start Time Weather: 79° F, Wind 1mph out to Centerfield."
"Friday, May 13, 2011","Attendance: 19,503","Night Game, on grass","Start Time Weather: 64° F, Wind 3mph out to Leftfield, Overcast."
"Saturday, May 14, 2011","Attendance: 22,497","Day Game, on grass","Start Time Weather: 64° F, Wind 2mph from Right to Left, Overcast."
"Sunday, May 15, 2011","Attendance: 18,356","Day Game, on grass","Start Time Weather: 75° F, Wind 3mph from Left to Right, Cloudy."
"Monday, May 16, 2011","Attendance: 21,960","Night Game, on grass","Start Time Weather: 69° F, Wind 3mph in from Rightfield, Cloudy."
"Friday, May 27, 2011","Attendance: 21,024","Night Game, on grass","Start Time Weather: 82° F, Wind 4mph out to Leftfield, Cloudy."
"Saturday, May 28, 2011","Attendance: 19,159","Day Game, on grass","Start Time Weather: 81° F, Wind 12mph out to Centerfield, Cloudy."
"Sunday, May 29, 2011","Attendance: 23,169","Day Game, on grass","Start Time Weather: 80° F, Wind 5mph out to Rightfield, Cloudy."
"Monday, May 30, 2011","Attendance: 34,789","Day Game, on grass","Start Time Weather: 92° F, Wind 5mph from Left to Right, Sunny."
"Tuesday, May 31, 2011","Attendance: 21,017","Night Game, on grass","Start Time Weather: 90° F, Wind 10mph out to Leftfield, Cloudy."
"Wednesday, June 1, 2011","Attendance: 24,495","Day Game, on grass","Start Time Weather: 90° F, Wind 3mph from Left to Right, Cloudy."
"Tuesday, June 14, 2011","Attendance: 26,739","Night Game, on grass","Start Time Weather: 70° F, Wind 14mph from Left to Right, Overcast."
"Wednesday, June 15, 2011","Attendance: 27,130","Night Game, on grass","Start Time Weather: 80° F, Wind 5mph from Left to Right, Cloudy."
"Thursday, June 16, 2011","Attendance: 19,662","Night Game, on grass","Start Time Weather: 72° F, Wind 3mph from Right to Left."
"Friday, June 17, 2011","Attendance: 35,562","Night Game, on grass","Start Time Weather: 73° F, Wind 5mph out to Leftfield."
"Saturday, June 18, 2011","Attendance: 36,614","Day Game, on grass","Start Time Weather: 83° F, Wind 2mph from Right to Left, Cloudy."
"Sunday, June 19, 2011","Attendance: 35,439","Day Game, on grass","Start Time Weather: 81° F, Wind 3mph from Right to Left."
"Tuesday, June 21, 2011","Attendance: 21,502","Night Game, on grass","Start Time Weather: 85° F, Wind 2mph from Left to Right."
"Wednesday, June 22, 2011","Attendance: 21,367","Night Game, on grass","Start Time Weather: 88° F, Wind 4mph from Right to Left, Cloudy."
"Thursday, June 23, 2011","Attendance: 21,161","Day Game, on grass","Start Time Weather: 84° F, Wind 6mph from Left to Right, Overcast."
"Friday, July 1, 2011","Attendance: 22,399","Night Game, on grass","Start Time Weather: 87° F, Wind 10mph in from Leftfield, Sunny."
"Sunday, July 3, 2011","Attendance: 23,522","Day Game, on grass","Start Time Weather: 91° F, Wind 2mph out to Rightfield, Sunny."
"Monday, July 4, 2011","Attendance: 32,937","Day Game, on grass","Start Time Weather: 85° F, Wind 1mph from Right to Left."
"Tuesday, July 5, 2011","Attendance: 19,181","Night Game, on grass","Start Time Weather: 89° F, Wind 5mph out to Rightfield, Sunny."
"Wednesday, July 6, 2011","Attendance: 19,631","Night Game, on grass","Start Time Weather: 84° F, Wind 6mph out to Leftfield, Cloudy."
"Thursday, July 7, 2011","Attendance: 22,016","Night Game, on grass","Start Time Weather: 91° F, Wind 5mph out to Rightfield, Cloudy."
"Friday, July 8, 2011","Attendance: 19,046","Night Game, on grass","Start Time Weather: 74° F, Wind 4mph in from Rightfield."
"Saturday, July 9, 2011","Attendance: 29,441","Night Game, on grass","Start Time Weather: 89° F, Wind 3mph in from Leftfield, Sunny."
"Sunday, July 10, 2011","Attendance: 21,186","Day Game, on grass","Start Time Weather: 88° F, Wind 2mph out to Rightfield, Cloudy."
"Tuesday, July 26, 2011","Attendance: 24,650","Night Game, on grass","Start Time Weather: 91° F, Wind 5mph out to Rightfield, Sunny."
"Wednesday, July 27, 2011","Attendance: 21,974","Night Game, on grass","Start Time Weather: 90° F, Wind 3mph in from Leftfield, Cloudy."
"Thursday, July 28, 2011","Attendance: 24,153","Day Game, on grass","Start Time Weather: 90° F, Wind 2mph out to Leftfield."
"Friday, July 29, 2011","Attendance: 30,114","Night Game, on grass","Start Time Weather: 101° F, Wind 12mph out to Centerfield, Cloudy."
"Saturday, July 30, 2011","Attendance: 35,414","Night Game, on grass","Start Time Weather: 95° F, Wind 4mph in from Leftfield, Cloudy."
"Sunday, July 31, 2011","Attendance: 25,307","Day Game, on grass","Start Time Weather: 96° F, Wind 8mph from Left to Right, Sunny."
"Monday, August 1, 2011","Attendance: 19,940","Night Game, on grass","Start Time Weather: 86° F, Wind 1mph out to Rightfield."
"Tuesday, August 2, 2011","Attendance: 24,326","Night Game, on grass","Start Time Weather: 93° F, Wind 3mph out to Rightfield, Cloudy."
"Wednesday, August 3, 2011","Attendance: 20,043","Day Game, on grass","Start Time Weather: 85° F, Wind 2mph from Left to Right."
"Tuesday, August 16, 2011","Attendance: 23,888","Night Game, on grass","Start Time Weather: 84° F, Wind 3mph in from Centerfield, Sunny."
"Wednesday, August 17, 2011","Attendance: 20,374","Night Game, on grass","Start Time Weather: 85° F, Wind 10mph out to Leftfield, Cloudy."
"Thursday, August 18, 2011","Attendance: 19,508","Night Game, on grass","Start Time Weather: 85° F, Wind 6mph out to Centerfield, Overcast."
"Friday, August 19, 2011","Attendance: 37,841","Night Game, on grass","Start Time Weather: 78° F, Wind 13mph out to Centerfield."
"Saturday, August 20, 2011","Attendance: 44,685","Night Game, on grass","Start Time Weather: 86° F, Wind 3mph from Right to Left, Cloudy."
"Sunday, August 21, 2011","Attendance: 41,727","Day Game, on grass","Start Time Weather: 87° F, Wind 9mph out to Rightfield."
"Monday, August 22, 2011","Attendance: 19,377","Night Game, on grass","Start Time Weather: 79° F, Wind 9mph in from Centerfield, Sunny."
"Tuesday, August 23, 2011","Attendance: 17,029","Night Game, on grass","Start Time Weather: 81° F, Wind 2mph from Right to Left, Sunny."
"Wednesday, August 24, 2011","Attendance: 17,881","Night Game, on grass","Start Time Weather: 83° F, Wind 12mph out to Rightfield, Sunny."
"Thursday, August 25, 2011","Attendance: 17,666","Night Game, on grass","Start Time Weather: 77° F, Wind 5mph out to Rightfield, Overcast."
"Friday, September 2, 2011","Attendance: 27,907","Night Game, on grass","Start Time Weather: 75° F, Wind 6mph out to Centerfield."
"Saturday, September 3, 2011","Attendance: 34,821","Night Game, on grass","Start Time Weather: 81° F, Wind 9mph out to Leftfield."
"Sunday, September 4, 2011","Attendance: 29,679","Day Game, on grass","Start Time Weather: 86° F, Wind 9mph out to Rightfield, Cloudy."
"Monday, September 5, 2011","Attendance: 25,518","Day Game, on grass","Start Time Weather: 79° F, Wind 6mph out to Rightfield, Overcast."
"Tuesday, September 6, 2011","Attendance: 29,092","Night Game, on grass","Start Time Weather: 63° F, Wind 10mph in from Rightfield, Overcast."
"Thursday, September 8, 2011","Attendance: 21,638","Day Game, on grass","Start Time Weather: 73° F, Wind 8mph in from Rightfield, Rain."
"Friday, September 9, 2011","Attendance: 18,307","Night Game, on grass","Start Time Weather: 78° F, Wind 3mph from Right to Left."
"Saturday, September 10, 2011","Attendance: 30,935","Night Game, on grass","Start Time Weather: 80° F, Wind 7mph in from Leftfield, Sunny."
"Sunday, September 11, 2011","Attendance: 24,238","Day Game, on grass","Start Time Weather: 82° F, Wind 3mph from Right to Left."
"Friday, September 16, 2011","Attendance: 22,932","Night Game, on grass","Start Time Weather: 62° F, Wind 3mph in from Centerfield."
"Saturday, September 17, 2011","Attendance: 33,247","Night Game, on grass","Start Time Weather: 61° F, Wind 6mph in from Rightfield."
"Sunday, September 18, 2011","Attendance: 26,581","Day Game, on grass","Start Time Weather: 64° F, Wind 4mph from Right to Left."
"Friday, September 23, 2011","Attendance: 28,817","Night Game, on grass","Start Time Weather: 70° F, Wind 4mph out to Rightfield, Overcast."
"Saturday, September 24, 2011","Attendance: 33,986","Day Game, on grass","Start Time Weather: 71° F, Wind 6mph out to Rightfield."
"Sunday, September 25, 2011","Attendance: 37,638","Day Game, on grass","Start Time Weather: 76° F, Wind 3mph in from Rightfield."
